Date,Price,Open,High,Low,Vol.,Change %
28-Mar-19,"21,033.76",21191.32,"21,191.32","20,974.19",733.10M,-1.61%
27-Mar-19,"21,378.73",21353.61,"21,388.59","21,242.52",782.56M,-0.23%
26-Mar-19,"21,428.39",21174.34,"21,460.99","21,174.34",1.04B,2.15%
25-Mar-19,"20,977.11",21267.41,"21,275.43","20,911.57",801.45M,-3.01%
22-Mar-19,"21,627.34",21713.26,"21,713.26","21,542.03",813.48M,0.09%
20-Mar-19,"21,608.92",21548.65,"21,614.17","21,499.16",673.20M,0.20%
19-Mar-19,"21,566.85",21558.43,"21,585.55","21,425.79",617.70M,-0.08%
18-Mar-19,"21,584.50",21576.36,"21,612.67","21,500.32",568.96M,0.62%
15-Mar-19,"21,450.85",21376.73,"21,521.68","21,374.85",857.90M,0.77%
14-Mar-19,"21,287.02",21474.58,"21,522.75","21,287.02",660.94M,-0.02%
13-Mar-19,"21,290.24",21425.77,"21,474.17","21,198.99",681.77M,-0.99%
12-Mar-19,"21,503.69",21361.61,"21,568.48","21,348.81",698.57M,1.79%
11-Mar-19,"21,125.09",21062.75,"21,145.94","20,938.00",573.25M,0.47%
8-Mar-19,"21,025.56",21339.17,"21,359.32","20,993.07",1.03B,-2.01%
7-Mar-19,"21,456.01",21456.88,"21,472.16","21,402.12",774.96M,-0.65%
6-Mar-19,"21,596.81",21659.03,"21,684.60","21,550.45",588.58M,-0.60%
5-Mar-19,"21,726.28",21712.8,"21,798.38","21,659.04",610.39M,-0.44%
4-Mar-19,"21,822.04",21812.81,"21,860.39","21,740.92",609.23M,1.02%
1-Mar-19,"21,602.69",21490.02,"21,641.58","21,490.02",644.74M,1.02%
28-Feb-19,"21,385.16",21536.55,"21,536.55","21,364.09",737.24M,-0.79%
27-Feb-19,"21,556.51",21504.61,"21,578.81","21,492.65",698.29M,0.50%
26-Feb-19,"21,449.39",21556.02,"21,610.88","21,405.84",580.57M,-0.37%
25-Feb-19,"21,528.23",21567.66,"21,590.03","21,505.07",533.64M,0.48%
22-Feb-19,"21,425.51",21376.36,"21,451.23","21,348.67",539.89M,-0.18%
21-Feb-19,"21,464.23",21422.31,"21,553.35","21,318.74",704.96M,0.15%
20-Feb-19,"21,431.49",21346.04,"21,494.85","21,315.39",615.07M,0.60%
19-Feb-19,"21,302.65",21256.58,"21,344.17","21,217.16",552.65M,0.10%
18-Feb-19,"21,281.85",21217.32,"21,306.36","21,189.97",636.94M,1.82%
15-Feb-19,"20,900.63",21051.51,"21,051.51","20,853.33",676.14M,-1.13%
14-Feb-19,"21,139.71",21147.89,"21,235.62","21,102.16",665.20M,-0.02%
13-Feb-19,"21,144.48",21029.93,"21,213.74","20,992.88",810.27M,1.34%
12-Feb-19,"20,864.21",20442.55,"20,885.88","20,428.57",866.91M,2.61%
8-Feb-19,"20,333.17",20510.5,"20,562.39","20,315.31",888.59M,-2.01%
7-Feb-19,"20,751.28",20812.22,"20,844.77","20,665.51",727.74M,-0.59%
6-Feb-19,"20,874.06",20928.87,"20,971.66","20,860.99",710.05M,0.14%
5-Feb-19,"20,844.45",20960.47,"20,981.23","20,823.18",674.93M,-0.19%
4-Feb-19,"20,883.77",20831.9,"20,922.58","20,823.68",686.88M,0.46%
1-Feb-19,"20,788.39",20797.03,"20,929.63","20,741.98",847.46M,0.07%
31-Jan-19,"20,773.49",20832.91,"20,869.42","20,682.91",779.60M,1.06%
30-Jan-19,"20,556.54",20701.62,"20,706.27","20,527.53",743.38M,-0.52%
29-Jan-19,"20,664.64",20555.44,"20,673.66","20,406.22",650.25M,0.08%
28-Jan-19,"20,649.00",20746.29,"20,759.48","20,624.55",585.54M,-0.60%
25-Jan-19,"20,773.56",20598.64,"20,844.31","20,598.64",705.06M,0.97%
24-Jan-19,"20,574.63",20506.24,"20,620.72","20,467.59",633.32M,-0.09%
23-Jan-19,"20,593.72",20453.44,"20,686.29","20,438.22",612.83M,-0.14%
22-Jan-19,"20,622.91",20770.06,"20,805.93","20,558.30",588.60M,-0.47%
21-Jan-19,"20,719.33",20848.38,"20,892.68","20,678.26",630.65M,0.26%
18-Jan-19,"20,666.07",20472.81,"20,682.12","20,454.13",666.63M,1.29%
17-Jan-19,"20,402.27",20544.23,"20,571.75","20,342.46",656.18M,-0.20%
16-Jan-19,"20,442.75",20575.72,"20,580.25","20,323.32",716.84M,-0.55%
15-Jan-19,"20,555.29",20264.82,"20,571.28","20,204.43",806.94M,0.96%
11-Jan-19,"20,359.70",20296.45,"20,389.89","20,294.74",801.21M,0.97%
10-Jan-19,"20,163.80",20270.88,"20,345.92","20,101.93",759.63M,-1.29%
9-Jan-19,"20,427.06",20366.3,"20,494.35","20,331.20",750.92M,1.10%
8-Jan-19,"20,204.04",20224.67,"20,347.92","20,106.36",891.35M,0.82%
7-Jan-19,"20,038.97",19944.61,"20,266.22","19,920.80",840.26M,2.44%
4-Jan-19,"19,561.96",19655.13,"19,692.58","19,241.37",943.71M,-2.26%
28-Dec-18,"20,014.77",19957.88,"20,084.38","19,900.04",727.89M,-0.31%
27-Dec-18,"20,077.62",19706.19,"20,211.57","19,701.76",959.03M,3.88%
26-Dec-18,"19,327.06",19302.59,"19,530.35","18,948.58",824.46M,0.89%
25-Dec-18,"19,155.74",19785.43,"19,785.43","19,117.96",978.98M,-5.01%
21-Dec-18,"20,166.19",20310.5,"20,334.73","20,006.67",1.20B,-1.11%
20-Dec-18,"20,392.58",20779.93,"20,841.34","20,282.93",993.35M,-2.84%
19-Dec-18,"20,987.92",21107.17,"21,168.62","20,880.73",838.04M,-0.60%
18-Dec-18,"21,115.45",21275.51,"21,330.36","21,101.44",830.37M,-1.82%
17-Dec-18,"21,506.88",21391.73,"21,563.27","21,363.67",654.13M,0.62%
14-Dec-18,"21,374.83",21638.96,"21,751.31","21,353.94",1.06B,-2.02%
13-Dec-18,"21,816.19",21755.13,"21,871.34","21,675.66",816.71M,0.99%
12-Dec-18,"21,602.75",21348.4,"21,631.47","21,320.72",923.72M,2.15%
11-Dec-18,"21,148.02",21273.04,"21,279.02","21,062.31",902.49M,-0.34%
10-Dec-18,"21,219.50",21319.47,"21,365.78","21,169.96",813.67M,-2.12%
7-Dec-18,"21,678.68",21643.75,"21,734.94","21,506.45",804.62M,0.82%
6-Dec-18,"21,501.62",21766.5,"21,805.02","21,307.72",902.95M,-1.91%
5-Dec-18,"21,919.33",21755.17,"21,979.18","21,708.82",863.01M,-0.53%
4-Dec-18,"22,036.05",22533.97,"22,576.62","22,033.41",924.04M,-2.39%
3-Dec-18,"22,574.76",22629.39,"22,698.79","22,550.29",726.86M,1.00%
30-Nov-18,"22,351.06",22274.97,"22,362.20","22,231.96",1.07B,0.40%
29-Nov-18,"22,262.60",22360.98,"22,437.95","22,241.17",713.88M,0.39%
28-Nov-18,"22,177.02",22036.72,"22,216.98","22,032.72",799.91M,1.02%
27-Nov-18,"21,952.40",21967.98,"22,006.83","21,816.05",763.28M,0.64%
26-Nov-18,"21,812.00",21647.69,"21,838.10","21,622.60",803.88M,0.76%
22-Nov-18,"21,646.55",21582.47,"21,684.64","21,484.98",678.57M,0.65%
21-Nov-18,"21,507.54",21286.81,"21,555.61","21,243.38",796.62M,-0.35%
20-Nov-18,"21,583.12",21582.69,"21,687.12","21,526.95",851.49M,-1.09%
19-Nov-18,"21,821.16",21679.03,"21,852.92","21,665.29",742.80M,0.65%
16-Nov-18,"21,680.34",21804.9,"21,873.74","21,663.99",772.03M,-0.57%
15-Nov-18,"21,803.62",21670.35,"21,818.73","21,613.53",838.96M,-0.20%
14-Nov-18,"21,846.48",21851.13,"21,990.41","21,764.88",775.39M,0.16%
13-Nov-18,"21,810.52",21885.24,"21,892.29","21,484.65",883.90M,-2.06%
12-Nov-18,"22,269.88",22121.7,"22,324.01","22,046.29",610.75M,0.09%
9-Nov-18,"22,250.25",22471.31,"22,494.58","22,226.01",805.03M,-1.05%
8-Nov-18,"22,486.92",22446.01,"22,583.43","22,421.00",844.09M,1.82%
7-Nov-18,"22,085.80",22189.74,"22,444.65","21,996.94",993.18M,-0.28%
6-Nov-18,"22,147.75",22018.87,"22,160.83","21,994.28",749.27M,1.14%
5-Nov-18,"21,898.99",22002.47,"22,051.65","21,865.98",810.71M,-1.55%
2-Nov-18,"22,243.66",21761.58,"22,308.42","21,751.33",1.05B,2.56%
1-Nov-18,"21,687.65",21906.41,"21,906.41","21,628.45",1.05B,-1.06%
31-Oct-18,"21,920.46",21569.56,"21,920.46","21,530.39",1.08B,2.16%
30-Oct-18,"21,457.29",21049.52,"21,568.40","21,035.88",1.21B,1.45%
29-Oct-18,"21,149.80",21323.61,"21,465.99","21,109.97",730.17M,-0.16%
26-Oct-18,"21,184.60",21440.84,"21,476.66","20,971.93",958.10M,-0.40%
25-Oct-18,"21,268.73",21676.83,"21,703.21","21,204.40",965.27M,-3.72%
24-Oct-18,"22,091.18",22167.76,"22,207.09","21,911.42",864.52M,0.37%
23-Oct-18,"22,010.78",22404.14,"22,410.15","21,993.07",826.57M,-2.67%
22-Oct-18,"22,614.82",22374.21,"22,672.25","22,271.59",649.09M,0.37%
19-Oct-18,"22,532.08",22342,"22,551.67","22,212.57",694.70M,-0.56%
18-Oct-18,"22,658.16",22871.28,"22,873.13","22,637.29",662.84M,-0.80%
17-Oct-18,"22,841.12",22806.59,"22,959.41","22,765.58",743.00M,1.29%
16-Oct-18,"22,549.24",22298.2,"22,549.24","22,269.53",723.40M,1.25%
15-Oct-18,"22,271.30",22501.33,"22,520.59","22,261.92",824.29M,-1.87%
12-Oct-18,"22,694.66",22323.43,"22,711.13","22,323.43",1.03B,0.46%
11-Oct-18,"22,590.86",23043.37,"23,051.19","22,459.02",1.19B,-3.89%
10-Oct-18,"23,506.04",23538.92,"23,589.38","23,373.54",728.31M,0.16%
9-Oct-18,"23,469.39",23550.47,"23,587.05","23,442.46",892.10M,-1.32%
5-Oct-18,"23,783.72",23781.76,"23,928.62","23,730.19",871.86M,-0.80%
4-Oct-18,"23,975.62",24242.06,"24,247.82","23,923.26",921.51M,-0.56%
3-Oct-18,"24,110.96",24219.19,"24,260.63","24,030.59",734.70M,-0.66%
2-Oct-18,"24,270.62",24376.17,"24,448.07","24,217.26",830.14M,0.10%
1-Oct-18,"24,245.76",24173.37,"24,306.54","24,123.50",669.60M,0.52%
28-Sep-18,"24,120.04",24080.01,"24,286.10","24,021.27",935.00M,1.36%
27-Sep-18,"23,796.74",23946.43,"24,089.32","23,778.04",785.73M,-0.99%
26-Sep-18,"24,033.79",23846.6,"24,033.79","23,833.92",867.65M,0.39%
25-Sep-18,"23,940.26",23881.85,"23,950.98","23,808.95",1.04B,0.29%
21-Sep-18,"23,869.93",23848.63,"23,971.41","23,764.05",1.24B,0.82%
20-Sep-18,"23,674.93",23752.79,"23,781.75","23,582.15",1.05B,0.01%
19-Sep-18,"23,672.52",23754.96,"23,842.05","23,672.52",964.62M,1.08%
18-Sep-18,"23,420.54",23042.19,"23,481.53","23,039.26",933.74M,1.41%
14-Sep-18,"23,094.67",23035.78,"23,105.28","22,965.48",1.06B,1.20%
13-Sep-18,"22,821.32",22657.95,"22,858.41","22,643.88",773.08M,0.96%
12-Sep-18,"22,604.61",22702.71,"22,709.37","22,522.17",822.69M,-0.27%
11-Sep-18,"22,664.69",22469.78,"22,667.85","22,457.10",788.53M,1.30%
10-Sep-18,"22,373.09",22253.65,"22,396.88","22,249.61",574.18M,0.30%
7-Sep-18,"22,307.06",22351.84,"22,372.89","22,172.90",720.05M,-0.80%
6-Sep-18,"22,487.94",22458.97,"22,535.34","22,416.63",640.78M,-0.41%
5-Sep-18,"22,580.83",22663.8,"22,692.25","22,570.52",673.72M,-0.51%
4-Sep-18,"22,696.90",22740.05,"22,753.18","22,612.15",538.72M,-0.05%
3-Sep-18,"22,707.38",22819.17,"22,820.48","22,684.43",513.67M,-0.69%
31-Aug-18,"22,865.15",22733.25,"22,890.61","22,678.03",701.66M,-0.02%
30-Aug-18,"22,869.50",23020.18,"23,032.17","22,832.83",761.97M,0.09%
29-Aug-18,"22,848.22",22820.86,"22,968.18","22,819.97",605.99M,0.15%
28-Aug-18,"22,813.47",22967.74,"23,006.77","22,813.47",625.86M,0.06%
27-Aug-18,"22,799.64",22693.69,"22,838.06","22,682.39",517.65M,0.88%
24-Aug-18,"22,601.77",22484.01,"22,602.24","22,452.42",519.75M,0.85%
23-Aug-18,"22,410.82",22420.67,"22,463.03","22,377.88",516.92M,0.22%
22-Aug-18,"22,362.55",22270.04,"22,390.20","22,162.81",588.98M,0.64%
21-Aug-18,"22,219.73",22110.54,"22,306.83","22,053.14",562.22M,0.09%
20-Aug-18,"22,199.00",22267.07,"22,288.31","22,150.75",481.62M,-0.32%
17-Aug-18,"22,270.38",22313.19,"22,340.95","22,244.10",577.54M,0.35%
16-Aug-18,"22,192.04",21980.82,"22,240.42","21,871.70",802.62M,-0.05%
15-Aug-18,"22,204.22",22368.12,"22,380.28","22,110.29",631.27M,-0.68%
14-Aug-18,"22,356.08",22053.07,"22,356.08","22,047.19",614.85M,2.28%
13-Aug-18,"21,857.43",22117.57,"22,124.60","21,851.32",801.82M,-1.98%
10-Aug-18,"22,298.08",22606.91,"22,608.86","22,272.69",762.21M,-1.33%
9-Aug-18,"22,598.39",22591.54,"22,648.88","22,497.99",637.21M,-0.20%
8-Aug-18,"22,644.31",22666.56,"22,800.61","22,610.29",749.90M,-0.08%
7-Aug-18,"22,662.74",22514.31,"22,666.68","22,499.05",715.16M,0.69%
6-Aug-18,"22,507.32",22536.05,"22,635.68","22,486.74",690.55M,-0.08%
3-Aug-18,"22,525.18",22585.54,"22,613.50","22,490.57",738.92M,0.06%
2-Aug-18,"22,512.53",22676.73,"22,754.73","22,464.81",973.64M,-1.03%
1-Aug-18,"22,746.70",22642.18,"22,775.47","22,615.98",1.04B,0.86%
31-Jul-18,"22,553.72",22472.12,"22,678.06","22,352.21",1.19B,0.04%
30-Jul-18,"22,544.84",22613.3,"22,631.32","22,518.94",785.71M,-0.74%
27-Jul-18,"22,712.75",22646.48,"22,712.75","22,593.20",754.91M,0.56%
26-Jul-18,"22,586.87",22711.59,"22,717.15","22,549.77",718.25M,-0.12%
25-Jul-18,"22,614.25",22594.28,"22,645.66","22,547.14",604.86M,0.46%
24-Jul-18,"22,510.48",22555.05,"22,555.05","22,416.23",725.76M,0.51%
23-Jul-18,"22,396.99",22480.33,"22,507.17","22,341.87",906.89M,-1.33%
20-Jul-18,"22,697.88",22734.56,"22,869.98","22,541.35",719.15M,-0.29%
19-Jul-18,"22,764.68",22871.62,"22,926.47","22,761.87",643.17M,-0.13%
18-Jul-18,"22,794.19",22917.52,"22,949.32","22,794.19",582.01M,0.43%
17-Jul-18,"22,697.36",22605.73,"22,832.22","22,575.42",780.88M,0.44%
13-Jul-18,"22,597.35",22397.62,"22,692.86","22,316.52",748.16M,1.85%
12-Jul-18,"22,187.96",22036.87,"22,233.52","22,019.19",663.58M,1.17%
11-Jul-18,"21,932.21",22002.14,"22,044.62","21,744.25",771.89M,-1.19%
10-Jul-18,"22,196.89",22215.34,"22,321.60","22,196.89",934.95M,0.66%
9-Jul-18,"22,052.18",21838.53,"22,105.95","21,825.76",630.77M,1.21%
6-Jul-18,"21,788.14",21647.66,"21,866.16","21,642.96",738.44M,1.12%
5-Jul-18,"21,546.99",21697.44,"21,751.50","21,462.95",688.37M,-0.78%
4-Jul-18,"21,717.04",21679,"21,784.00","21,604.18",640.87M,-0.31%
3-Jul-18,"21,785.54",21889.06,"21,927.81","21,574.56",788.80M,-0.12%
2-Jul-18,"21,811.93",22233.8,"22,312.25","21,784.48",692.50M,-2.21%
29-Jun-18,"22,304.51",22314.47,"22,332.82","22,145.48",699.80M,0.15%
28-Jun-18,"22,270.39",22195.19,"22,299.39","22,038.40",721.98M,-0.01%
27-Jun-18,"22,271.77",22320.88,"22,356.54","22,205.34",677.77M,-0.31%
26-Jun-18,"22,342.00",22160.33,"22,368.78","22,104.12",735.17M,0.02%
25-Jun-18,"22,338.15",22543.56,"22,556.55","22,312.79",625.48M,-0.79%
22-Jun-18,"22,516.83",22456.45,"22,535.65","22,414.18",886.10M,-0.78%
21-Jun-18,"22,693.04",22523.28,"22,782.01","22,491.08",783.00M,0.61%
20-Jun-18,"22,555.43",22338.53,"22,581.40","22,167.16",917.02M,1.24%
19-Jun-18,"22,278.48",22565.92,"22,618.52","22,278.48",818.90M,-1.77%
18-Jun-18,"22,680.33",22806.57,"22,806.89","22,601.13",669.85M,-0.75%
15-Jun-18,"22,851.75",22883.24,"22,885.84","22,770.38",912.37M,0.50%
14-Jun-18,"22,738.61",22842.96,"22,898.39","22,738.61",742.71M,-0.99%
13-Jun-18,"22,966.38",22896.17,"22,993.26","22,895.31",587.74M,0.38%
12-Jun-18,"22,878.35",22977.22,"23,011.57","22,797.73",659.02M,0.33%
11-Jun-18,"22,804.04",22686.95,"22,856.08","22,667.30",573.98M,0.48%
8-Jun-18,"22,694.50",22799.38,"22,879.00","22,694.50",877.58M,-0.56%
7-Jun-18,"22,823.26",22748.72,"22,856.37","22,732.18",743.58M,0.87%
6-Jun-18,"22,625.73",22520.31,"22,662.82","22,498.59",700.13M,0.38%
5-Jun-18,"22,539.54",22552.17,"22,602.13","22,470.04",678.02M,0.28%
4-Jun-18,"22,475.94",22365.09,"22,515.72","22,355.83",741.23M,1.37%
1-Jun-18,"22,171.35",22126.25,"22,316.91","22,098.04",850.36M,-0.14%
31-May-18,"22,201.82",22163.4,"22,254.42","22,098.00",1.37B,0.83%
30-May-18,"22,018.52",22051.97,"22,079.23","21,931.65",933.23M,-1.52%
29-May-18,"22,358.43",22431.95,"22,439.10","22,240.39",616.42M,-0.55%
28-May-18,"22,481.09",22488.95,"22,547.67","22,410.91",545.11M,0.13%
25-May-18,"22,450.79",22380.22,"22,509.36","22,318.15",725.57M,0.06%
24-May-18,"22,437.01",22621.29,"22,644.69","22,366.60",881.97M,-1.11%
23-May-18,"22,689.74",22868.79,"22,949.73","22,649.85",773.14M,-1.18%
22-May-18,"22,960.34",23025.95,"23,031.67","22,952.87",612.26M,-0.18%
21-May-18,"23,002.37",22937.58,"23,050.39","22,935.31",608.97M,0.31%
18-May-18,"22,930.36",22907.2,"22,954.19","22,867.30",672.85M,0.40%
17-May-18,"22,838.37",22820.62,"22,887.03","22,799.16",779.17M,0.53%
16-May-18,"22,717.23",22730.12,"22,796.14","22,695.84",826.58M,-0.44%
15-May-18,"22,818.02",22889.47,"22,912.06","22,805.72",891.34M,-0.21%
14-May-18,"22,865.86",22705.3,"22,894.76","22,683.64",709.81M,0.47%
11-May-18,"22,758.48",22573.95,"22,769.16","22,545.47",827.48M,1.16%
10-May-18,"22,497.18",22482.51,"22,530.64","22,418.75",755.87M,0.39%
9-May-18,"22,408.88",22463.01,"22,478.64","22,364.75",887.14M,-0.44%
8-May-18,"22,508.69",22440.65,"22,566.68","22,423.23",794.46M,0.18%
7-May-18,"22,467.16",22513.22,"22,513.48","22,350.91",710.78M,-0.03%
2-May-18,"22,472.78",22568.19,"22,568.19","22,426.55",728.58M,-0.16%
1-May-18,"22,508.03",22453.42,"22,519.45","22,411.43",926.77M,0.18%
27-Apr-18,"22,467.87",22466.66,"22,495.56","22,357.53",919.19M,0.66%
26-Apr-18,"22,319.61",22278.77,"22,381.66","22,265.20",750.73M,0.47%
25-Apr-18,"22,215.32",22118.62,"22,228.78","22,080.76",755.98M,-0.28%
24-Apr-18,"22,278.12",22228.82,"22,304.69","22,149.59",789.32M,0.86%
23-Apr-18,"22,088.04",22157.88,"22,204.86","22,065.52",659.95M,-0.33%
20-Apr-18,"22,162.24",22148.22,"22,261.35","22,076.63",718.22M,-0.13%
19-Apr-18,"22,191.18",22231.86,"22,360.65","22,176.86",821.70M,0.15%
18-Apr-18,"22,158.20",21929.01,"22,194.11","21,914.96",726.08M,1.42%
17-Apr-18,"21,847.59",21801.83,"21,889.89","21,772.42",592.46M,0.06%
16-Apr-18,"21,835.53",21843.55,"21,879.69","21,775.61",550.31M,0.26%
13-Apr-18,"21,778.74",21801.41,"21,917.35","21,746.69",754.05M,0.55%
12-Apr-18,"21,660.28",21657.87,"21,719.43","21,591.39",601.81M,-0.12%
11-Apr-18,"21,687.10",21819.09,"21,837.36","21,687.10",716.52M,-0.49%
10-Apr-18,"21,794.32",21599.67,"21,933.99","21,542.37",770.25M,0.54%
9-Apr-18,"21,678.26",21534.33,"21,737.09","21,517.77",640.43M,0.51%
6-Apr-18,"21,567.52",21633.73,"21,742.84","21,550.42",767.06M,-0.36%
5-Apr-18,"21,645.42",21541.18,"21,737.66","21,462.10",832.02M,1.53%
4-Apr-18,"21,319.55",21415.85,"21,415.85","21,238.18",779.10M,0.13%
3-Apr-18,"21,292.29",21115.48,"21,333.50","21,056.02",657.95M,-0.45%
2-Apr-18,"21,388.58",21441.57,"21,597.47","21,388.58",490.33M,-0.31%
30-Mar-18,"21,454.30",21392.42,"21,512.80","21,311.50",655.77M,1.40%
29-Mar-18,"21,159.08",21250.96,"21,298.57","20,996.22",813.22M,0.61%
28-Mar-18,"21,031.31",20893.05,"21,031.31","20,776.82",908.13M,-1.34%
27-Mar-18,"21,317.32",20958.9,"21,317.32","20,943.31",1.05B,2.65%
26-Mar-18,"20,766.10",20423.37,"20,766.10","20,347.49",1.00B,0.72%
23-Mar-18,"20,617.86",21188.8,"21,188.80","20,559.61",1.25B,-4.51%
22-Mar-18,"21,591.99",21352.16,"21,592.00","21,349.71",851.61M,0.99%
20-Mar-18,"21,380.97",21297.98,"21,384.86","21,223.97",685.64M,-0.47%
19-Mar-18,"21,480.90",21537.9,"21,659.04","21,366.88",693.52M,-0.90%
16-Mar-18,"21,676.51",21876.53,"21,879.28","21,632.85",779.92M,-0.58%
15-Mar-18,"21,803.95",21704.14,"21,825.97","21,555.49",672.61M,0.12%
14-Mar-18,"21,777.29",21764.99,"21,881.09","21,684.02",669.69M,-0.87%
13-Mar-18,"21,968.10",21742.45,"21,968.10","21,700.78",702.20M,0.66%
12-Mar-18,"21,824.03",21826.1,"21,971.16","21,689.97",728.26M,1.65%
9-Mar-18,"21,469.20",21594.22,"21,884.45","21,357.55",1.14B,0.47%
8-Mar-18,"21,368.07",21488.16,"21,488.16","21,299.40",742.54M,0.54%
7-Mar-18,"21,252.72",21261.96,"21,484.08","21,201.94",897.30M,-0.77%
6-Mar-18,"21,417.76",21390.2,"21,551.14","21,381.42",787.62M,1.79%
5-Mar-18,"21,042.09",21047.81,"21,164.38","20,937.26",898.57M,-0.66%
2-Mar-18,"21,181.64",21339.98,"21,366.09","21,088.96",1.00B,-2.50%
1-Mar-18,"21,724.47",21901.13,"21,901.13","21,645.22",930.67M,-1.56%
28-Feb-18,"22,068.24",22292.53,"22,380.28","22,068.24",914.90M,-1.44%
27-Feb-18,"22,389.86",22391.67,"22,502.05","22,325.07",765.76M,1.07%
26-Feb-18,"22,153.63",22134.64,"22,226.53","22,040.87",665.57M,1.19%
23-Feb-18,"21,892.78",21789.72,"21,903.39","21,741.63",665.76M,0.72%
22-Feb-18,"21,736.44",21789.88,"21,799.40","21,626.85",796.71M,-1.07%
21-Feb-18,"21,970.81",21942.42,"22,130.58","21,836.73",803.49M,0.21%
20-Feb-18,"21,925.10",22054.32,"22,063.87","21,831.45",696.27M,-1.01%
19-Feb-18,"22,149.21",21903.66,"22,152.85","21,858.33",706.08M,1.97%
16-Feb-18,"21,720.25",21555.99,"21,866.37","21,499.88",801.70M,1.19%
15-Feb-18,"21,464.98",21384.1,"21,578.99","21,308.92",891.14M,1.47%
14-Feb-18,"21,154.17",21251.24,"21,371.01","20,950.15",1.07B,-0.43%
13-Feb-18,"21,244.68",21633.34,"21,679.20","21,211.53",1.18B,-0.65%
9-Feb-18,"21,382.62",21507.74,"21,510.30","21,119.01",1.32B,-2.32%
8-Feb-18,"21,890.86",21721.57,"21,977.03","21,649.70",1.08B,1.13%
7-Feb-18,"21,645.37",22001.29,"22,353.87","21,627.13",1.48B,0.16%
6-Feb-18,"21,610.24",22267,"22,277.45","21,078.71",1.96B,-4.73%
5-Feb-18,"22,682.08",22921.16,"22,967.69","22,659.43",1.11B,-2.55%
2-Feb-18,"23,274.53",23361.67,"23,367.96","23,122.45",1.02B,-0.90%
1-Feb-18,"23,486.11",23276.1,"23,492.77","23,211.12",1.05B,1.68%
31-Jan-18,"23,098.29",23205.23,"23,375.38","23,092.85",1.03B,-0.83%
30-Jan-18,"23,291.97",23559.33,"23,581.98","23,233.37",914.75M,-1.43%
29-Jan-18,"23,629.34",23707.14,"23,787.23","23,580.17",708.86M,-0.01%
26-Jan-18,"23,631.88",23757.34,"23,797.96","23,592.28",898.74M,-0.16%
25-Jan-18,"23,669.49",23750.65,"23,828.40","23,649.03",840.06M,-1.13%
24-Jan-18,"23,940.78",24026.43,"24,072.77","23,917.14",824.27M,-0.76%
23-Jan-18,"24,124.15",23924.4,"24,129.34","23,916.02",757.50M,1.29%
22-Jan-18,"23,816.33",23797.84,"23,816.33","23,697.81",671.64M,0.03%
19-Jan-18,"23,808.06",23854.11,"23,872.69","23,735.61",740.33M,0.19%
18-Jan-18,"23,763.37",24078.93,"24,084.42","23,699.47",1.03B,-0.44%
17-Jan-18,"23,868.34",23783.42,"23,891.63","23,739.17",847.43M,-0.35%
16-Jan-18,"23,951.81",23721.17,"23,962.07","23,701.83",706.43M,1.00%
15-Jan-18,"23,714.88",23827.98,"23,833.27","23,685.02",776.95M,0.26%
12-Jan-18,"23,653.82",23719.66,"23,743.05","23,588.07",966.08M,-0.24%
11-Jan-18,"23,710.43",23656.39,"23,734.97","23,601.84",862.80M,-0.33%
10-Jan-18,"23,788.20",23832.81,"23,864.76","23,755.45",914.88M,-0.26%
9-Jan-18,"23,849.99",23948.97,"23,952.61","23,789.03",970.17M,0.57%
5-Jan-18,"23,714.53",23643,"23,730.47","23,520.52",1.05B,0.89%
4-Jan-18,"23,506.33",23073.73,"23,506.33","23,065.20",1.05B,3.26%
29-Dec-17,"22,764.94",22831.49,"22,881.21","22,753.20",478.72M,-0.08%
28-Dec-17,"22,783.98",22912.05,"22,954.45","22,736.43",519.04M,-0.56%
27-Dec-17,"22,911.21",22854.39,"22,936.16","22,854.39",487.44M,0.08%
26-Dec-17,"22,892.69",22922.95,"22,950.15","22,877.63",477.84M,-0.20%
25-Dec-17,"22,939.18",22909.41,"22,948.83","22,870.19",444.48M,0.16%
22-Dec-17,"22,902.76",22850.73,"22,908.84","22,801.16",802.25M,0.16%
21-Dec-17,"22,866.10",22852.01,"22,894.95","22,728.06",753.33M,-0.11%
20-Dec-17,"22,891.72",22834.93,"22,923.50","22,806.73",952.70M,0.10%
19-Dec-17,"22,868.00",22961.47,"22,990.42","22,862.82",726.76M,-0.15%
18-Dec-17,"22,901.77",22770.44,"22,927.50","22,735.20",878.11M,1.55%
15-Dec-17,"22,553.22",22621.36,"22,745.09","22,478.32",1.03B,-0.62%
14-Dec-17,"22,694.45",22699.3,"22,786.61","22,638.76",876.58M,-0.28%
13-Dec-17,"22,758.07",22879.27,"22,879.37","22,697.32",941.92M,-0.47%
12-Dec-17,"22,866.17",22936.41,"22,994.33","22,834.89",888.24M,-0.32%
11-Dec-17,"22,938.73",22894.3,"22,938.73","22,787.40",716.03M,0.56%
8-Dec-17,"22,811.08",22627.95,"22,819.71","22,625.41",1.10B,1.39%
7-Dec-17,"22,498.03",22317.15,"22,515.24","22,317.15",820.30M,1.45%
6-Dec-17,"22,177.04",22525.38,"22,528.21","22,119.21",1.00B,-1.97%
5-Dec-17,"22,622.38",22595.33,"22,682.71","22,522.28",781.76M,-0.37%
4-Dec-17,"22,707.16",22843.53,"22,864.33","22,693.99",710.49M,-0.49%
