Date,Price,Open,High,Low,Vol.,Change %
1-Jul-16,"15,682.48",15698.02,"15,765.00","15,635.57",1.20B,0.68%
30-Jun-16,"15,575.92",15752.71,"15,781.69","15,575.92",1.51B,0.06%
29-Jun-16,"15,566.83",15523.35,"15,626.66","15,398.31",1.47B,1.59%
28-Jun-16,"15,323.14",15094.71,"15,443.82","14,987.79",1.81B,0.09%
27-Jun-16,"15,309.21",15153.08,"15,323.95","15,061.66",1.62B,2.39%
24-Jun-16,"14,952.02",16333.87,"16,389.17","14,864.01",2.63B,-7.92%
23-Jun-16,"16,238.35",16098.61,"16,263.87","16,057.86",1.11B,1.07%
22-Jun-16,"16,065.72",16095.81,"16,160.99","15,980.65",1.12B,-0.64%
21-Jun-16,"16,169.11",15875.81,"16,202.30","15,770.96",1.21B,1.28%
20-Jun-16,"15,965.30",15839.06,"16,035.44","15,835.86",1.32B,2.34%
17-Jun-16,"15,599.66",15631.79,"15,774.87","15,582.94",1.67B,1.07%
16-Jun-16,"15,434.14",15871.22,"15,913.08","15,395.98",1.54B,-3.05%
15-Jun-16,"15,919.58",15799.07,"15,997.30","15,752.01",1.37B,0.38%
14-Jun-16,"15,859.00",16001.19,"16,082.50","15,762.09",1.32B,-1.00%
13-Jun-16,"16,019.18",16319.11,"16,335.38","16,019.18",1.26B,-3.51%
10-Jun-16,"16,601.36",16637.51,"16,643.36","16,496.11",1.55B,-0.40%
9-Jun-16,"16,668.41",16742.03,"16,785.83","16,587.77",1.15B,-0.97%
8-Jun-16,"16,830.92",16722.49,"16,830.92","16,581.71",1.12B,0.93%
7-Jun-16,"16,675.45",16651.05,"16,701.01","16,536.23",1.09B,0.58%
6-Jun-16,"16,580.03",16373.32,"16,581.30","16,322.64",1.22B,-0.37%
3-Jun-16,"16,642.23",16599.51,"16,716.14","16,554.60",1.11B,0.48%
2-Jun-16,"16,562.55",16817.26,"16,819.85","16,525.47",1.43B,-2.32%
1-Jun-16,"16,955.73",17097.22,"17,145.95","16,908.92",1.34B,-1.62%
31-May-16,"17,234.98",17029.46,"17,251.36","16,988.64",1.57B,0.98%
30-May-16,"17,068.02",16973.72,"17,068.02","16,910.19",1.00B,1.39%
27-May-16,"16,834.84",16830.5,"16,901.09","16,792.73",1.12B,0.37%
26-May-16,"16,772.46",16927.69,"16,957.56","16,743.17",1.22B,0.09%
25-May-16,"16,757.35",16764.35,"16,806.03","16,731.12",1.07B,1.57%
24-May-16,"16,498.76",16605.04,"16,605.04","16,471.37",1.10B,-0.94%
23-May-16,"16,654.60",16671.28,"16,691.50","16,417.84",1.16B,-0.49%
20-May-16,"16,736.35",16594.99,"16,770.87","16,548.34",1.26B,0.54%
19-May-16,"16,646.66",16807.46,"16,841.04","16,590.16",1.42B,0.01%
18-May-16,"16,644.69",16611.4,"16,795.47","16,513.17",1.65B,-0.05%
17-May-16,"16,652.80",16618.95,"16,655.89","16,509.31",1.18B,1.13%
16-May-16,"16,466.40",16391.92,"16,632.62","16,391.92",1.25B,0.33%
13-May-16,"16,412.21",16804.17,"16,804.17","16,400.87",1.72B,-1.41%
12-May-16,"16,646.34",16459.69,"16,658.07","16,374.59",1.39B,0.41%
11-May-16,"16,579.01",16736.72,"16,814.64","16,536.61",1.44B,0.08%
10-May-16,"16,565.19",16307.5,"16,587.63","16,229.15",1.67B,2.15%
9-May-16,"16,216.03",16226.57,"16,292.86","16,159.31",1.19B,0.68%
6-May-16,"16,106.72",16212.67,"16,271.61","15,989.35",1.53B,-0.25%
2-May-16,"16,147.38",16357.1,"16,357.10","15,975.47",1.80B,-3.11%
28-Apr-16,"16,666.05",17438.99,"17,572.27","16,652.74",2.33B,-3.61%
27-Apr-16,"17,290.49",17369.68,"17,417.54","17,230.23",1.41B,-0.36%
26-Apr-16,"17,353.28",17358.56,"17,426.02","17,200.50",1.62B,-0.49%
25-Apr-16,"17,439.30",17613.56,"17,613.56","17,403.87",1.72B,-0.76%
22-Apr-16,"17,572.49",17220.47,"17,572.49","17,192.39",2.28B,1.20%
21-Apr-16,"17,363.62",17187.27,"17,381.70","17,144.53",1.66B,2.70%
20-Apr-16,"16,906.54",17053.83,"17,099.36","16,870.73",1.44B,0.19%
19-Apr-16,"16,874.44",16582.66,"16,900.33","16,570.50",1.46B,3.68%
18-Apr-16,"16,275.95",16521.25,"16,526.90","16,254.20",1.41B,-3.40%
15-Apr-16,"16,848.03",16720.39,"16,928.67","16,720.39",1.33B,-0.37%
14-Apr-16,"16,911.05",16629.83,"16,911.05","16,602.17",1.75B,3.23%
13-Apr-16,"16,381.22",16142.71,"16,405.59","16,132.23",1.59B,2.84%
12-Apr-16,"15,928.79",15719.24,"15,963.03","15,693.61",1.47B,1.13%
11-Apr-16,"15,751.13",15761.57,"15,778.74","15,525.49",1.30B,-0.44%
8-Apr-16,"15,821.52",15597.04,"16,027.63","15,471.80",1.77B,0.46%
7-Apr-16,"15,749.84",15739.26,"15,871.10","15,636.21",1.46B,0.22%
6-Apr-16,"15,715.36",15727.7,"15,828.61","15,612.91",1.50B,-0.11%
5-Apr-16,"15,732.82",16044.23,"16,066.18","15,698.55",1.58B,-2.42%
4-Apr-16,"16,123.27",16087.76,"16,238.51","16,029.50",1.45B,-0.25%
1-Apr-16,"16,164.16",16719.56,"16,719.56","16,113.01",1.78B,-3.55%
31-Mar-16,"16,758.67",16997.14,"17,033.65","16,758.67",1.57B,-0.71%
30-Mar-16,"16,878.96",17078.03,"17,078.03","16,875.91",1.31B,-1.31%
29-Mar-16,"17,103.53",16985.28,"17,137.20","16,948.43",1.17B,-0.18%
28-Mar-16,"17,134.37",17129.27,"17,167.88","16,961.41",1.24B,0.77%
25-Mar-16,"17,002.75",16949.53,"17,026.14","16,889.40",1.27B,0.65%
24-Mar-16,"16,892.33",16979.39,"17,041.16","16,843.99",1.42B,-0.64%
23-Mar-16,"17,000.98",17066.27,"17,142.08","16,964.31",1.05B,-0.28%
22-Mar-16,"17,048.55",16937.31,"17,107.80","16,851.21",1.36B,1.94%
18-Mar-16,"16,724.81",16883.75,"16,920.91","16,613.69",1.56B,-1.25%
17-Mar-16,"16,936.38",17107.6,"17,253.03","16,814.84",1.53B,-0.22%
16-Mar-16,"16,974.45",16981.36,"17,102.45","16,950.84",1.26B,-0.83%
15-Mar-16,"17,117.07",17219.89,"17,279.30","17,042.56",1.44B,-0.68%
14-Mar-16,"17,233.75",17155.52,"17,291.35","17,149.21",1.41B,1.74%
11-Mar-16,"16,938.87",16610.18,"17,015.30","16,575.75",1.98B,0.51%
10-Mar-16,"16,852.35",16811,"16,887.60","16,713.13",1.36B,1.26%
9-Mar-16,"16,642.20",16625.59,"16,706.25","16,494.80",1.61B,-0.84%
8-Mar-16,"16,783.15",16889.48,"16,909.79","16,570.22",1.83B,-0.76%
7-Mar-16,"16,911.32",17024.64,"17,026.25","16,894.58",1.59B,-0.61%
4-Mar-16,"17,014.78",16927.36,"17,042.92","16,861.38",1.84B,0.32%
3-Mar-16,"16,960.16",16695.78,"16,962.95","16,691.94",2.01B,1.28%
2-Mar-16,"16,746.55",16391.48,"16,815.25","16,388.92",1.75B,4.11%
1-Mar-16,"16,085.51",16013,"16,099.42","15,857.37",1.52B,0.37%
29-Feb-16,"16,026.76",16313.31,"16,464.75","16,026.76",1.64B,-1.00%
26-Feb-16,"16,188.41",16311.52,"16,472.50","16,188.41",1.47B,0.30%
25-Feb-16,"16,140.34",15983.47,"16,218.29","15,953.93",1.70B,1.41%
24-Feb-16,"15,915.79",15851.13,"16,006.45","15,753.77",1.52B,-0.85%
23-Feb-16,"16,052.05",16230.38,"16,350.38","16,001.19",1.65B,-0.37%
22-Feb-16,"16,111.05",15851.39,"16,187.40","15,816.83",1.40B,0.90%
19-Feb-16,"15,967.17",16050.4,"16,050.46","15,799.35",1.62B,-1.42%
18-Feb-16,"16,196.80",16138.08,"16,337.59","16,118.80",1.88B,2.28%
17-Feb-16,"15,836.36",16035.35,"16,214.46","15,632.12",2.04B,-1.36%
16-Feb-16,"16,054.43",15849.47,"16,341.56","15,809.58",2.25B,0.20%
15-Feb-16,"16,022.58",15248.38,"16,155.10","15,243.88",2.32B,7.16%
12-Feb-16,"14,952.61",15426.27,"15,437.22","14,865.77",3.41B,-4.84%
10-Feb-16,"15,713.39",16127.86,"16,163.03","15,429.99",2.83B,-2.31%
9-Feb-16,"16,085.44",16666.79,"16,668.70","16,025.94",2.28B,-5.40%
8-Feb-16,"17,004.30",16620.91,"17,099.01","16,552.30",2.00B,1.10%
5-Feb-16,"16,819.59",16790.53,"16,893.12","16,627.80",2.60B,-1.32%
4-Feb-16,"17,044.99",17071.11,"17,209.56","16,941.88",2.39B,-0.85%
3-Feb-16,"17,191.25",17497.41,"17,515.68","17,080.57",2.28B,-3.15%
2-Feb-16,"17,750.68",17716.52,"17,864.70","17,684.66",2.01B,-0.64%
1-Feb-16,"17,865.23",17699.6,"17,905.37","17,666.48",2.45B,1.98%
29-Jan-16,"17,518.30",17155.06,"17,638.93","16,767.09",2.94B,2.80%
28-Jan-16,"17,041.45",17059.84,"17,235.44","16,942.13",1.41B,-0.71%
27-Jan-16,"17,163.92",16949.19,"17,242.27","16,947.95",1.55B,2.72%
26-Jan-16,"16,708.90",16833.13,"16,839.52","16,652.26",1.47B,-2.35%
25-Jan-16,"17,110.91",17145.81,"17,208.24","16,922.21",1.57B,0.90%
22-Jan-16,"16,958.53",16336.72,"16,993.96","16,332.45",1.87B,5.88%
21-Jan-16,"16,017.26",16466.86,"16,734.58","16,017.26",2.28B,-2.43%
20-Jan-16,"16,416.19",17030.28,"17,031.32","16,387.61",1.78B,-3.71%
19-Jan-16,"17,048.37",16902.29,"17,088.31","16,812.65",1.54B,0.55%
18-Jan-16,"16,955.57",16826.93,"17,037.26","16,665.05",1.57B,-1.12%
15-Jan-16,"17,147.11",17522.46,"17,597.87","17,057.60",1.73B,-0.54%
14-Jan-16,"17,240.95",17384.93,"17,393.83","16,944.41",1.78B,-2.68%
13-Jan-16,"17,715.63",17449.12,"17,717.75","17,414.55",1.46B,2.88%
12-Jan-16,"17,218.96",17470.93,"17,546.57","17,184.78",1.78B,-2.71%
8-Jan-16,"17,697.96",17562.23,"17,975.31","17,509.64",1.84B,-0.39%
7-Jan-16,"17,767.34",18139.77,"18,172.04","17,767.34",1.68B,-2.33%
6-Jan-16,"18,191.32",18410.57,"18,469.38","18,064.30",1.42B,-0.99%
5-Jan-16,"18,374.00",18398.76,"18,547.38","18,327.52",1.32B,-0.42%
4-Jan-16,"18,450.98",18818.58,"18,951.12","18,394.43",1.40B,-3.06%
30-Dec-15,"19,033.71",19070.83,"19,113.18","19,017.27",1.00B,0.27%
29-Dec-15,"18,982.23",18843.39,"18,991.01","18,783.36",968.57M,0.58%
28-Dec-15,"18,873.35",18838.91,"18,922.90","18,764.54",1.02B,0.56%
25-Dec-15,"18,769.06",18823.91,"18,870.70","18,744.44",1.23B,-0.11%
24-Dec-15,"18,789.69",19071.41,"19,071.41","18,780.94",1.30B,-0.51%
22-Dec-15,"18,886.70",18927.86,"18,943.46","18,824.65",1.36B,-0.16%
21-Dec-15,"18,916.02",18845.5,"18,979.83","18,651.13",1.55B,-0.37%
18-Dec-15,"18,986.80",19320.46,"19,869.08","18,982.25",1.99B,-1.90%
17-Dec-15,"19,353.56",19364.57,"19,507.17","19,325.15",1.53B,1.59%
16-Dec-15,"19,049.91",18868.2,"19,054.89","18,859.11",1.44B,2.61%
15-Dec-15,"18,565.90",18869.04,"18,897.87","18,562.51",1.38B,-1.68%
14-Dec-15,"18,883.42",18887.09,"18,911.78","18,611.09",1.34B,-1.80%
11-Dec-15,"19,230.48",19020.75,"19,282.21","19,020.75",1.66B,0.97%
10-Dec-15,"19,046.55",19070.02,"19,125.06","19,025.78",1.20B,-1.32%
9-Dec-15,"19,301.07",19391.5,"19,475.40","19,260.12",1.30B,-0.98%
8-Dec-15,"19,492.60",19689.87,"19,764.21","19,475.28",1.24B,-1.04%
7-Dec-15,"19,698.15",19710.39,"19,811.51","19,677.21",1.03B,0.99%
4-Dec-15,"19,504.48",19616.52,"19,660.90","19,444.54",1.34B,-2.18%
3-Dec-15,"19,939.90",19894.63,"19,967.88","19,862.74",1.16B,0.01%
2-Dec-15,"19,938.13",19957.5,"20,002.12","19,926.22",1.16B,-0.37%
1-Dec-15,"20,012.40",19799.08,"20,012.40","19,797.55",1.33B,1.34%
30-Nov-15,"19,747.47",19857.38,"19,867.95","19,707.67",1.61B,-0.69%
27-Nov-15,"19,883.94",19994.05,"19,994.05","19,831.25",1.15B,-0.30%
26-Nov-15,"19,944.41",19929.97,"19,992.44","19,926.10",1.17B,0.49%
25-Nov-15,"19,847.58",19856.84,"19,871.75","19,786.53",1.33B,-0.39%
24-Nov-15,"19,924.89",19875.99,"19,954.00","19,834.76",1.34B,0.23%
20-Nov-15,"19,879.81",19800.2,"19,879.81","19,715.74",1.10B,0.10%
19-Nov-15,"19,859.81",19851.24,"19,959.06","19,761.56",1.40B,1.07%
18-Nov-15,"19,649.18",19771.86,"19,840.00","19,643.97",1.27B,0.09%
17-Nov-15,"19,630.63",19641.67,"19,726.01","19,628.84",1.45B,1.22%
16-Nov-15,"19,393.69",19263.96,"19,451.09","19,252.04",1.12B,-1.04%
13-Nov-15,"19,596.91",19495.26,"19,601.49","19,388.91",1.39B,-0.51%
12-Nov-15,"19,697.77",19644.65,"19,725.83","19,597.99",1.23B,0.03%
11-Nov-15,"19,691.39",19602.01,"19,724.12","19,602.01",1.31B,0.10%
10-Nov-15,"19,671.26",19457.05,"19,674.05","19,457.05",1.31B,0.15%
9-Nov-15,"19,642.74",19411.51,"19,684.41","19,389.74",1.69B,1.96%
6-Nov-15,"19,265.60",19194.34,"19,294.15","19,164.86",1.21B,0.78%
5-Nov-15,"19,116.41",19029.44,"19,167.09","18,995.96",1.46B,1.00%
4-Nov-15,"18,926.91",18941.32,"19,151.89","18,926.91",1.57B,1.30%
2-Nov-15,"18,683.24",18827.11,"18,861.11","18,641.22",1.48B,-2.10%
30-Oct-15,"19,083.10",18924.31,"19,202.34","18,784.69",1.82B,0.78%
29-Oct-15,"18,935.71",19046.16,"19,080.89","18,809.48",1.78B,0.17%
28-Oct-15,"18,903.02",18826.94,"18,925.51","18,815.12",1.10B,0.67%
27-Oct-15,"18,777.04",18961.16,"18,964.99","18,760.79",1.23B,-0.90%
26-Oct-15,"18,947.12",19036.13,"19,088.76","18,937.45",1.22B,0.65%
23-Oct-15,"18,825.30",18762.65,"18,915.64","18,746.61",1.48B,2.11%
22-Oct-15,"18,435.87",18443.69,"18,579.14","18,376.01",1.24B,-0.64%
21-Oct-15,"18,554.28",18167.64,"18,605.41","18,167.64",1.43B,1.91%
20-Oct-15,"18,207.15",18245.54,"18,253.13","18,147.98",1.19B,0.42%
19-Oct-15,"18,131.23",18282.78,"18,314.09","18,078.43",1.21B,-0.88%
16-Oct-15,"18,291.80",18300.83,"18,397.52","18,238.78",1.30B,1.08%
15-Oct-15,"18,096.90",17804.91,"18,170.67","17,758.12",1.32B,1.15%
14-Oct-15,"17,891.00",18106.66,"18,126.39","17,831.53",1.45B,-1.89%
13-Oct-15,"18,234.74",18335.15,"18,359.71","18,223.80",1.44B,-1.11%
9-Oct-15,"18,438.67",18281.51,"18,438.67","18,184.96",1.85B,1.64%
8-Oct-15,"18,141.17",18310.62,"18,400.69","18,121.68",1.58B,-0.99%
7-Oct-15,"18,322.98",18168.2,"18,379.23","18,043.08",1.61B,0.75%
6-Oct-15,"18,186.10",18302.41,"18,372.72","18,094.85",1.48B,1.00%
5-Oct-15,"18,005.49",17921,"18,079.46","17,869.74",1.21B,1.58%
2-Oct-15,"17,725.13",17564.39,"17,775.77","17,537.85",1.25B,0.02%
1-Oct-15,"17,722.42",17479.97,"17,831.58","17,389.57",1.61B,1.92%
30-Sep-15,"17,388.15",17193.84,"17,460.97","17,179.40",1.57B,2.70%
29-Sep-15,"16,930.84",17359.38,"17,366.95","16,901.49",2.06B,-4.05%
28-Sep-15,"17,645.11",17811.12,"17,886.49","17,562.60",1.31B,-1.32%
25-Sep-15,"17,880.51",17618.3,"17,880.51","17,483.69",1.85B,1.76%
24-Sep-15,"17,571.83",17803.41,"17,865.84","17,571.83",1.68B,-2.76%
18-Sep-15,"18,070.21",18275.48,"18,295.90","18,069.50",1.72B,-1.96%
17-Sep-15,"18,432.27",18361.99,"18,468.20","18,289.63",1.31B,1.43%
16-Sep-15,"18,171.60",18238.15,"18,291.97","18,094.99",1.26B,0.81%
15-Sep-15,"18,026.48",18082.72,"18,329.57","17,995.98",1.46B,0.34%
14-Sep-15,"17,965.70",18341.01,"18,344.07","17,925.09",1.27B,-1.63%
11-Sep-15,"18,264.22",18155.71,"18,362.99","18,124.35",2.01B,-0.19%
10-Sep-15,"18,299.62",18418.64,"18,420.56","17,956.15",172.65K,-2.51%
9-Sep-15,"18,770.51",17758.13,"18,770.51","17,756.76",201.74K,7.71%
8-Sep-15,"17,427.08",17941.91,"17,962.56","17,415.61",154.87K,-2.43%
7-Sep-15,"17,860.47",17674.82,"18,013.64","17,478.72",164.65K,0.38%
4-Sep-15,"17,792.16",18312.13,"18,312.13","17,608.17",171.13K,-2.15%
3-Sep-15,"18,182.39",18359.53,"18,481.57","18,176.75",143.05K,0.48%
2-Sep-15,"18,095.40",17861.81,"18,467.44","17,857.30",197.89K,-0.39%
1-Sep-15,"18,165.69",18763.72,"18,777.47","18,165.69",176.79K,-3.84%
31-Aug-15,"18,890.48",19006.98,"19,019.61","18,749.77",167.63K,-1.28%
28-Aug-15,"19,136.32",18908.73,"19,192.82","18,901.09",205.15K,3.03%
27-Aug-15,"18,574.44",18680.47,"18,810.05","18,486.46",192.06K,1.08%
26-Aug-15,"18,376.83",17894.29,"18,442.84","17,714.30",246.77K,3.20%
25-Aug-15,"17,806.70",18171.66,"18,835.35","17,747.50",335.57K,-3.96%
24-Aug-15,"18,540.68",19075.05,"19,154.65","18,498.80",274.43K,-4.61%
21-Aug-15,"19,435.83",19711.34,"19,737.54","19,435.83",189.89K,-2.98%
20-Aug-15,"20,033.52",20194.26,"20,246.47","20,033.29",147.89K,-0.94%
19-Aug-15,"20,222.63",20467.49,"20,521.97","20,218.03",145.55K,-1.61%
18-Aug-15,"20,554.47",20640.59,"20,663.18","20,545.25",113.09K,-0.32%
17-Aug-15,"20,620.26",20600.16,"20,668.87","20,541.00",106.59K,0.49%
14-Aug-15,"20,519.45",20518.36,"20,605.46","20,484.67",139.45K,-0.37%
13-Aug-15,"20,595.55",20392.54,"20,633.91","20,306.98",167.43K,0.99%
12-Aug-15,"20,392.77",20632.68,"20,703.20","20,303.02",170.33K,-1.58%
11-Aug-15,"20,720.75",20920.6,"20,946.93","20,582.01",159.18K,-0.42%
10-Aug-15,"20,808.69",20618.31,"20,820.86","20,617.05",138.72K,0.41%
7-Aug-15,"20,724.56",20601.57,"20,754.00","20,567.51",147.05K,0.29%
6-Aug-15,"20,664.44",20768.77,"20,817.48","20,664.44",167.02K,0.24%
5-Aug-15,"20,614.06",20490.15,"20,715.48","20,469.87",173.50K,0.46%
4-Aug-15,"20,520.36",20462.18,"20,552.04","20,448.49",166.67K,-0.14%
3-Aug-15,"20,548.11",20540.21,"20,562.20","20,396.50",173.60K,-0.18%
31-Jul-15,"20,585.24",20506.55,"20,585.24","20,466.80",175.42K,0.30%
30-Jul-15,"20,522.83",20450.61,"20,583.57","20,443.89",181.43K,1.08%
29-Jul-15,"20,302.91",20425.69,"20,425.69","20,205.21",132.84K,-0.13%
28-Jul-15,"20,328.89",20188.57,"20,423.58","20,070.62",149.80K,-0.10%
27-Jul-15,"20,350.10",20374.05,"20,486.93","20,278.73",122.62K,-0.95%
24-Jul-15,"20,544.53",20603.63,"20,631.54","20,527.78",110.67K,-0.67%
23-Jul-15,"20,683.95",20693.57,"20,708.23","20,648.76",119.06K,0.44%
22-Jul-15,"20,593.67",20657.8,"20,677.84","20,576.19",145.37K,-1.19%
21-Jul-15,"20,841.97",20763.31,"20,850.00","20,710.34",134.54K,0.93%
17-Jul-15,"20,650.92",20646.63,"20,658.95","20,611.22",118.13K,0.25%
16-Jul-15,"20,600.12",20588.98,"20,612.50","20,522.25",136.80K,0.67%
15-Jul-15,"20,463.33",20478.85,"20,496.60","20,401.09",127.13K,0.38%
14-Jul-15,"20,385.33",20355.33,"20,435.53","20,322.20",161.76K,1.47%
13-Jul-15,"20,089.77",19929.92,"20,120.15","19,911.39",139.02K,1.57%
10-Jul-15,"19,779.83",19829.93,"19,978.24","19,720.15",193.03K,-0.38%
9-Jul-15,"19,855.50",19422.78,"19,855.50","19,115.20",252.92K,0.60%
8-Jul-15,"19,737.64",20282.49,"20,310.89","19,737.64",207.58K,-3.14%
7-Jul-15,"20,376.59",20354.23,"20,428.00","20,337.18",139.34K,1.31%
6-Jul-15,"20,112.12",20200.15,"20,310.72","20,012.23",163.68K,-2.08%
3-Jul-15,"20,539.79",20476.69,"20,557.51","20,431.25",145.80K,0.08%
2-Jul-15,"20,522.50",20565.94,"20,601.73","20,479.85",137.80K,0.95%
1-Jul-15,"20,329.32",20291.05,"20,346.74","20,225.27",123.57K,0.46%
30-Jun-15,"20,235.73",20174.61,"20,243.18","20,118.26",168.15K,0.63%
29-Jun-15,"20,109.95",20305.97,"20,361.60","20,093.16",165.29K,-2.88%
26-Jun-15,"20,706.15",20758.43,"20,785.76","20,650.00",140.12K,-0.31%
25-Jun-15,"20,771.40",20777.69,"20,866.58","20,758.60",128.26K,-0.46%
24-Jun-15,"20,868.03",20889.32,"20,952.71","20,838.22",166.66K,0.28%
23-Jun-15,"20,809.42",20547.74,"20,809.42","20,531.13",183.33K,1.87%
22-Jun-15,"20,428.19",20174.14,"20,433.30","20,174.14",140.48K,1.26%
19-Jun-15,"20,174.24",20152.41,"20,194.45","20,075.91",160.86K,0.92%
18-Jun-15,"19,990.82",20193.59,"20,200.51","19,990.55",134.53K,-1.13%
17-Jun-15,"20,219.27",20306.1,"20,323.08","20,126.57",124.16K,-0.19%
16-Jun-15,"20,257.94",20332.83,"20,368.21","20,234.16",133.03K,-0.64%
15-Jun-15,"20,387.79",20205.1,"20,401.48","20,205.10",115.65K,-0.09%
12-Jun-15,"20,407.08",20431.78,"20,437.26","20,331.19",189.92K,0.12%
11-Jun-15,"20,382.97",20183.61,"20,382.97","20,178.04",150.38K,1.68%
10-Jun-15,"20,046.36",20126.36,"20,264.92","20,016.32",183.23K,-0.25%
9-Jun-15,"20,096.30",20293.05,"20,332.42","20,095.48",160.73K,-1.76%
8-Jun-15,"20,457.19",20537.85,"20,544.94","20,359.06",139.80K,-0.02%
5-Jun-15,"20,460.90",20398.76,"20,480.25","20,363.18",165.80K,-0.13%
4-Jun-15,"20,488.19",20539.94,"20,552.46","20,438.21",171.68K,0.07%
3-Jun-15,"20,473.51",20443.15,"20,506.35","20,397.73",168.68K,-0.34%
2-Jun-15,"20,543.19",20604.67,"20,619.61","20,470.26",200.43K,-0.13%
1-Jun-15,"20,569.87",20444.54,"20,595.41","20,410.27",173.37K,0.03%
29-May-15,"20,563.15",20510.27,"20,636.41","20,508.40",241.11K,0.06%
28-May-15,"20,551.46",20590.28,"20,655.33","20,473.27",241.49K,0.39%
27-May-15,"20,472.58",20380.64,"20,513.22","20,363.21",184.72K,0.17%
26-May-15,"20,437.48",20431.27,"20,473.85","20,378.77",130.82K,0.12%
25-May-15,"20,413.77",20331.92,"20,417.77","20,318.54",139.84K,0.74%
22-May-15,"20,264.41",20208.85,"20,278.31","20,130.84",141.49K,0.30%
21-May-15,"20,202.87",20215.46,"20,320.90","20,175.78",181.81K,0.03%
20-May-15,"20,196.56",20175.59,"20,278.89","20,148.51",176.37K,0.85%
